Symbol,Long/Short,Entry Date,Average Entry Price,Exit Price,Exit Date,Profit %
RDDT,Short,1/30/2025,$216.50 ,$176.00 ,2/20/2025,18.71%
CVNA,Short,1/16/2025,$252.05 ,$234.95 ,2/20/2025,6.78%
CELH,Long,6/13/2024,$33.94 ,$33.50 ,2/20/2025,-1.30%
SMCI,Short,2/19/2025,$65.50 ,$55.85 ,2/19/2025,14.73%
WOLF,Long,1/21/2025,$5.46 ,$7.12 ,2/18/2025,30.04%
IQ,Long,1/17/2025,$1.92 ,$2.58 ,2/12/2025,32.81%
TSLA,Short,11/8/2024,$397.50 ,$360.50 ,2/7/2025,9.31%
BIDU,Long,10/21/2024,$83.25 ,$95.03 ,1/30/2025,14.15%
KWEB,Long,1/8/2025,$27.90 ,$32.56 ,1/30/2025,16.70%
BABA,Long,1/10/2025,$80.80 ,$96.65 ,1/28/2025,19.62%
ORCL,Short,8/20/2024,$158.50 ,$156.50 ,1/27/2025,1.26%
GEV,Short,4/2/2024,$296.50 ,$327.50 ,1/27/2025,-10.45%
ANET,Short,1/22/2025,$129.25 ,$108.50 ,1/27/2025,16.05%
CEG,Short,1/23/2025,$342.00 ,$304.00 ,1/27/2025,11.11%
SOXS,Long,1/22/2025,$16.85 ,$20.75 ,1/27/2025,23.15%
VXX,Long,1/24/2025,$41.73 ,$47.00 ,1/27/2025,12.63%
MDB,Long,12/19/2024,$246.50 ,$261.25 ,1/24/2025,5.98%
WOLF,Long,12/30/2024,$6.14 ,$7.16 ,1/16/2025,16.61%
IRBT,Long,1/14/2025,$8.10 ,$9.50 ,1/15/2025,17.28%
RGTI,Long,1/13/2025,$6.34 ,$7.74 ,1/14/2025,22.08%
WBA,Long,4/2/2024,$11.77 ,$11.97 ,1/10/2025,1.70%
PLTR,Short,10/9/2024,$65.80 ,$65.50 ,1/10/2025,0.84%
TMUS,Short,10/24/2024,$228.00 ,$210.25 ,1/10/2025,7.79%
RGTI,Long,1/8/2025,$9.60 ,$10.90 ,1/8/2025,13.54%
RGTI,Short,12/30/2024,$19.35 ,$14.65 ,1/8/2025,24.29%
MRNA,Long,1/3/2025,$41.83 ,$48.37 ,1/7/2025,15.64%
SFIX,Long,12/16/2024,$3.80 ,$4.52 ,1/2/2025,18.95%
SPXU,Long,4/14/2026,$45.84 ,$39.23 ,5/8/2026,-14.26%
SOXL,Short,5/6/2026,$164.63 ,$148.83 ,5/7/2026,9.60%
GOOGL,Short,4/14/2026,$354.38 ,$394.90 ,5/6/2026,-10.90%
AVGO,Short,4/17/2026,$412.78 ,$429.50 ,5/5/2026,-1.85%
DELL,Short,4/21/2026,$212.87 ,$208.87 ,5/1/2026,1.88%
SOXL,Short,4/24/2026,$126.07 ,$107.97 ,4/28/2026,14.36%
CIEN,Short,4/2/2026,$496.70 ,$461.63 ,4/28/2026,3.31%
NBIS,Short,4/14/2026,$165.75 ,$149.63 ,4/24/2026,9.73%
COHR,Short,4/16/2026,$351.56 ,$328.13 ,4/23/2026,3.61%
MU,Short,4/14/2026,$467.30 ,$439.77 ,4/20/2026,5.89%
FIG,Long,3/24/2026,$19.63 ,$21.30 ,4/16/2026,5.81%
TTD,Long,3/17/2026,$21.44 ,$23.10 ,4/16/2026,3.66%
CRM,Long,4/9/2026,$168.95 ,$182.85 ,4/16/2026,8.23%
TEAM,Long,4/9/2026,$58.73 ,$63.53 ,4/15/2026,8.17%
ASAN,Long,4/9/2026,$5.65 ,$6.00 ,4/15/2026,6.19%
BABA,Long,3/3/2026,$125.70 ,$132.15 ,4/14/2026,3.18%
DUOL,Long,4/9/2026,$87.95 ,$95.53 ,4/14/2026,8.62%
SMR,Long,3/6/2026,$10.18 ,$11.24 ,4/14/2026,2.10%
ORCL,Long,3/26/2026,$140.12 ,$150.03 ,4/13/2026,5.07%
CRWD,Long,4/10/2026,$367.37 ,$395.53 ,4/13/2026,7.67%
ADBE,Long,4/6/2026,$236.69 ,$237.73 ,4/13/2026,0.44%
IONQ,Long,3/11/2026,$28.82 ,$30.86 ,4/8/2026,4.38%
VLO,Short,3/11/2026,$246.06 ,$232.30 ,4/8/2026,2.23%
NVO,Long,3/30/2026,$35.33 ,$38.13 ,4/8/2026,7.93%
MSFT,Long,3/26/2026,$367.87 ,$385.00 ,4/8/2026,3.64%
WHR,Long,3/19/2026,$53.60 ,$58.07 ,4/8/2026,8.34%
SOXS,Long,4/1/2026,$35.87 ,$40.35 ,4/2/2026,12.49%
RGTI,Long,4/2/2026,$12.87 ,$13.97 ,4/2/2026,8.55%
RBLX,Long,3/10/2026,$54.16 ,$58.85 ,4/1/2026,4.27%
TEAM,Long,3/27/2026,$64.90 ,$70.23 ,4/1/2026,8.21%
SCO,Long,3/26/2026,$7.83 ,$8.56 ,4/1/2026,7.96%
RGTI,Long,3/30/2026,$12.75 ,$13.70 ,3/31/2026,7.45%
ASAN,Long,3/20/2026,$6.12 ,$6.52 ,3/31/2026,5.07%
CIEN,Short,3/10/2026,$392.99 ,$391.87 ,3/26/2026,-0.59%
SCO,Long,3/13/2026,$7.80 ,$8.80 ,3/23/2026,8.53%
NEM,Long,3/23/2026,$88.81 ,$95.73 ,3/23/2026,7.79%
WRD,Long,3/10/2026,$6.50 ,$7.22 ,3/23/2026,11.08%
UAL,Long,3/12/2026,$86.17 ,$94.50 ,3/17/2026,9.67%
IBIT,Long,3/6/2026,$38.54 ,$41.95 ,3/13/2026,8.85%
FMC,Long,3/3/2026,$13.33 ,$14.81 ,3/12/2026,11.10%
VLO,Short,3/3/2026,$225.83 ,$215.50 ,3/10/2026,4.57%
UAL,Long,3/6/2026,$89.74 ,$96.03 ,3/10/2026,7.01%
SCO,Long,3/5/2026,$10.22 ,$10.63 ,3/9/2026,2.40%
FDX,Short,2/27/2026,$389.37 ,$362.80 ,3/6/2026,6.82%
MSFT,Long,3/2/2026,$388.95 ,$409.83 ,3/4/2026,5.37%
GDX,Short,2/25/2026,$114.64 ,$105.73 ,3/3/2026,7.77%
TSM,Short,2/24/2026,$380.55 ,$349.43 ,3/3/2026,8.18%
SLV,Short,2/27/2026,$83.85 ,$74.50 ,3/3/2026,11.15%
SQQQ,Long,2/25/2026,$67.57 ,$75.60 ,3/3/2026,11.88%
STX,Short,1/20/2026,$364.16 ,$359.34 ,3/3/2026,1.32%
DUOL,Long,2/4/2026,$96.79 ,$101.13 ,2/27/2026,2.32%
SOXL,Short,2/18/2026,$69.55 ,$65.83 ,2/26/2026,5.35%
MSFT,Long,2/17/2026,$392.19 ,$405.55 ,2/26/2026,2.27%
ASAN,Long,2/23/2026,$6.81 ,$7.32 ,2/26/2026,7.49%
RGTI,Long,2/2/2026,$15.98 ,$17.73 ,2/25/2026,7.09%
IBIT,Long,2/19/2026,$36.83 ,$38.97 ,2/25/2026,4.37%
WDAY,Long,2/23/2026,$122.67 ,$130.23 ,2/25/2026,3.24%
INTU,Long,2/23/2026,$355.73 ,$384.23 ,2/24/2026,8.01%
RBLX,Long,2/23/2026,$59.77 ,$64.37 ,2/24/2026,7.70%
PYPL,Long,1/21/2026,$45.46 ,$44.75 ,2/23/2026,-1.56%
FIG,Long,1/15/2026,$22.86 ,$24.61 ,2/18/2026,2.68%
SOXL,Short,2/11/2026,$68.90 ,$60.40 ,2/17/2026,12.34%
SDOW,Long,2/10/2026,$27.80 ,$29.83 ,2/17/2026,7.30%
RDDT,Long,2/12/2026,$127.87 ,$141.75 ,2/13/2026,10.85%
DAL,Short,2/9/2026,$75.10 ,$67.95 ,2/12/2026,9.52%
CPNG,Long,2/5/2026,$16.82 ,$18.29 ,2/9/2026,8.74%
MSTR,Long,2/4/2026,$112.78 ,$121.07 ,2/6/2026,4.15%
IBIT,Long,2/5/2026,$36.77 ,$38.72 ,2/6/2026,3.43%
RBLX,Long,2/6/2026,$60.67 ,$66.07 ,2/6/2026,8.90%
RBLX,Long,1/22/2026,$67.75 ,$75.25 ,2/5/2026,6.42%
AMAT,Short,1/5/2026,$317.70 ,$303.93 ,2/4/2026,4.34%
BE,Short,2/3/2026,$171.55 ,$162.35 ,2/3/2026,5.36%
SLV,Long,1/30/2026,$75.99 ,$78.55 ,2/3/2026,3.37%
KOLD,Long,1/23/2026,$17.04 ,$18.22 ,2/2/2026,4.96%
GLL,Long,1/29/2026,$16.51 ,$18.75 ,1/30/2026,13.57%
NEM,Short,1/23/2026,$127.06 ,$117.47 ,1/30/2026,7.54%
SOXL,Short,1/29/2026,$70.03 ,$64.26 ,1/30/2026,8.24%
ASTS,Short,1/30/2026,$129.07 ,$115.85 ,1/30/2026,10.24%
GLL,Long,1/28/2026,$16.29 ,$17.15 ,1/29/2026,4.33%
SOXL,Short,1/28/2026,$70.15 ,$65.77 ,1/29/2026,6.24%
BE,Short,1/28/2026,$165.33 ,$156.15 ,1/29/2026,5.55%
CVNA,Short,1/7/2026,$469.85 ,$416.93 ,1/28/2026,9.86%
ASML,Short,1/27/2026,"$1,494.53 ","$1,418.97 ",1/28/2026,3.48%
